key,screen,status,placeholders,source,translation
%lldd %@h,Panel,translated,%lld %@,%lldd %@h,%lld 天 %@ 时
%lldh %@m,Panel,translated,%lld %@,%lldh %@m,%lld 时 %@ 分
%lldm,Panel,translated,%lld,%lldm,%lld 分
%llds,"App, Detection, Panel, Settings, Settings: Notifications, Settings: Providers",translated,%lld,%llds,%lld 秒
1 hour,Settings,translated,,1 hour,1 小时
1 min,"Detection, Settings",translated,,1 min,1 分钟
10 hours,Settings,translated,,10 hours,10 小时
10 min,Settings,translated,,10 min,10 分钟
12 hours,"Settings, Statistics",translated,,12 hours,12 小时
14 hours,Settings,translated,,14 hours,14 小时
15 min,"Panel, Settings",translated,,15 min,15 分钟
2 hours,"Settings, Statistics",translated,,2 hours,2 小时
3 hours,Settings,translated,,3 hours,3 小时
3 min,Settings,translated,,3 min,3 分钟
30 min,Settings,translated,,30 min,30 分钟
30 sec,Settings,translated,,30 sec,30 秒
4 hours,Settings,translated,,4 hours,4 小时
45 min,Settings,translated,,45 min,45 分钟
5 hours,Settings,translated,,5 hours,5 小时
5 min,"Panel, Settings, Settings: Notifications",translated,,5 min,5 分钟
6 hours,Settings,translated,,6 hours,6 小时
7 hours,Settings,translated,,7 hours,7 小时
8 hours,Settings,translated,,8 hours,8 小时
"A broad reliability pass fixed dozens of small issues, including launch stalls and sessions that stayed active longer than they should.",App,translated,,"A broad reliability pass fixed dozens of small issues, including launch stalls and sessions that stayed active longer than they should.",一次全面的稳定性检查修复了数十个小问题，包括启动卡顿，以及会话保持活跃时间过长的问题。
"A session stopped responding without finishing, usually because the CLI needs input or was closed.",Settings: Notifications,translated,,"A session stopped responding without finishing, usually because the CLI needs input or was closed.",会话尚未完成就停止了响应，通常是 CLI 在等待输入或已被关闭。
A short note when you change mode by hand. Turning off interface sounds in System Settings silences these too.,Settings: General,translated,,Plays a short sound when you change modes manually. Respects your system sound settings.,手动切换模式时播放短促提示音。遵循系统声音设置。
"A timestamped backup is made first. Everything already in the file is preserved, and ""Remove"" puts it back exactly.",Settings: Providers,translated,,"Belay makes a timestamped backup first. ""Remove"" restores the original file.",Belay 会先创建带时间戳的备份。“移除”会还原原始文件。
About,"App, Menu bar, Settings, Settings: About, Settings: General, Settings: Providers, Statistics, Welcome",translated,,About,关于
About %@,Menu bar,translated,%@,About %@,关于 %@
Active sessions,Panel,translated,,Active sessions,活跃会话
Add Folder…,Settings,translated,,Add Folder…,添加文件夹…
"Add a folder to watch, or pick a preset, to cover another agent.",Settings: Providers,translated,,Add a folder or choose a preset to watch another agent.,添加文件夹或选择预设，即可监视另一个智能体。
Add a tool to watch,Settings: Providers,translated,,Add a tool to watch,添加要监视的工具
Add a tool…,Settings: Providers,translated,,Add a tool…,添加工具…
Add to Claude Code,Settings: Providers,translated,,Add to Claude Code,添加到 Claude Code
Add to Cline,Settings: Providers,translated,,Add to Cline,添加到 Cline
Add to Codex,Settings: Providers,translated,,Add to Codex,添加到 Codex
Agent needs you,Settings: Notifications,translated,,Agent needs you,智能体需要你
Agent went quiet,Settings: Notifications,translated,,Agent went quiet,智能体没有动静
All product names and logos are trademarks of their respective owners.,Settings: About,translated,,All product names and logos are trademarks of their respective owners.,所有产品名称和标志均为其各自所有者的商标。
Allow access to %@,Settings,translated,%@,Allow access to %@,允许访问 %@
Allow access to ~/.claude,Welcome,translated,,Allow access to ~/.claude,允许访问 ~/.claude
Also,"App, Detection, Settings, Settings: Providers",translated,,Also,此外
Always on,"App, Detection, Menu bar, Panel, Settings, Welcome",translated,,Always On,常开
An agent is waiting for permission or an answer. Requires Precise Detection.,Settings: Notifications,translated,,An agent is waiting for permission or an answer. Requires Precise Detection.,智能体正在等待授权或回答。需要精确检测。
An agent is waiting for you,"Detection, Menu bar, Panel, Settings: Notifications",translated,,An agent is waiting for you,智能体在等你回应
An agent is waiting for you. Belay is keeping your Mac awake.,Menu bar,translated,,An agent is waiting for you. Belay is keeping your Mac awake.,智能体在等你回应。Belay 正在让 Mac 保持唤醒。
"An agent is working, so sleep is on hold.",Panel,translated,,"An agent is working, so your Mac stays awake.",智能体正在工作，Mac 保持唤醒。
An agent is working. Your Mac will be free to sleep as soon as Belay quits.,Menu bar,translated,,An agent is working. Quitting Belay will let your Mac sleep.,智能体正在工作。退出 Belay 会让 Mac 进入睡眠。
An agent went quiet,Settings: Notifications,translated,,An agent went quiet,智能体没有动静了
"An agent works, Belay holds the Mac awake, and the Mac sleeps once the work stops",Welcome,translated,,"An agent works, Belay holds the Mac awake, and the Mac sleeps once the work stops",智能体工作，Belay 让 Mac 保持唤醒，工作停止后 Mac 进入睡眠
Approve the helper in Login Items so it can hold the lid.,Settings,translated,,Approve the helper in Login Items so it can hold the lid.,请在“登录项”中批准帮助程序，它才能在合盖时保持唤醒。
Auto,"App, Detection, Menu bar, Panel, Settings, Settings: General",translated,,Auto,自动
Awake %@ so far,Panel,translated,%@,Awake for %@,已保持唤醒 %@
Awake limit,Settings: Behaviour,translated,,Awake limit,唤醒上限
Awake mode,Panel,translated,,Awake mode,唤醒模式
Awake only while an agent is working.,Panel,translated,,Only while an agent is working.,仅在智能体工作时。
Awake until you switch it off.,Panel,translated,,Until you turn it off.,直到你关闭为止。
Battery Guard,Settings: Behaviour,translated,,Battery Guard,电池保护
"Battery is at %lld%%, so Belay stopped keeping your Mac awake.",Settings: Notifications,translated,%lld,Battery reached %lld%%. Belay stopped keeping your Mac awake.,电量降至 %lld%%。Belay 已停止保持唤醒。
Behaviour,"Settings, Settings: Behaviour",translated,,Behavior,行为
"Belay already watches this folder for %@, or one that contains it.",Settings: Providers,translated,%@,"Belay already watches this folder for %@, or one that contains it.",Belay 已经在为 %@ 监视此文件夹，或包含它的文件夹。
"Belay also records these hooks as approved in Codex's config.toml, because Codex quietly skips hooks nobody has approved.",Settings: Providers,translated,,"Belay also records these hooks as approved in Codex's config.toml, because Codex quietly skips hooks nobody has approved.",Belay 还会在 config.toml 中将这些钩子标记为已批准，因为 Codex 会静默跳过未批准的钩子。
Belay asks for permission the first time it needs to send a notification.,Settings: Notifications,translated,,Belay asks for permission the first time it needs to send a notification.,Belay 会在首次需要发送通知时请求权限。
"Belay can see your agent's sessions.
Nothing else is read, and nothing leaves this Mac.",(unused),translated,,"Belay can see your agent's sessions.
Nothing else is read, and nothing leaves this Mac.","Belay 可以看到智能体的会话。
其他内容一概不读，也没有任何内容离开这台 Mac。"
Belay could not ask Codex to trust its hooks: %@,Detection,translated,%@,Belay could not ask Codex to trust its hooks: %@,Belay 无法请求 Codex 批准其钩子：%@
"Belay could not back up your Claude Code settings, so it made no changes: %@",Detection,translated,%@,"Belay couldn't back up your Claude Code settings, so nothing was changed: %@",Belay 无法备份 Claude Code 设置，因此未做任何更改：%@
Belay could not migrate preferences from version %lld.,Settings,translated,%lld,Belay couldn't import settings from version %lld.,Belay 无法导入版本 %lld 的设置。
Belay could not read its preferences and has fallen back to defaults.,Settings,translated,,"Belay couldn't read its settings, so it's using the defaults.",Belay 无法读取自己的设置，因此使用默认值。
Belay could not read this Mac's power source.,Detection,translated,,Belay couldn't read this Mac's power source.,Belay 无法确定这台 Mac 的供电方式。
Belay could not read your Claude Code settings: %@,Detection,translated,%@,Belay couldn't read your Claude Code settings: %@,Belay 无法读取 Claude Code 设置：%@
Belay could not start its local hook receiver: %@,Detection,translated,%@,Belay couldn't start its local hook listener: %@,Belay 无法启动本地钩子监听器：%@
Belay could not update your Claude Code settings: %@,Detection,translated,%@,Belay couldn't update your Claude Code settings: %@,Belay 无法更新 Claude Code 设置：%@
Belay could not watch %@ for activity.,Settings: Providers,translated,%@,Belay couldn't watch %@ for activity.,Belay 无法监视 %@ 的活动。
"Belay expected to find ""%@"" inside. You can watch it anyway, and it will simply stay quiet until %@ writes there.",Settings: Providers,translated,%@ %@,"Belay expected to find ""%@"" inside. You can watch it anyway, and it will simply stay quiet until %@ writes there.","Belay 预期其中包含""%@""。你仍可以监视它，在 %@ 向其写入之前它只会保持安静。"
Belay has not been granted access to %@ yet.,Detection,translated,%@,Belay doesn't have access to %@ yet.,Belay 尚未获得 %@ 的访问权限。
Belay has saved %lld runs for you. A star on GitHub helps the next person find it.,Statistics,translated,%lld,Belay has saved %lld runs for you. A star on GitHub helps the next person find it.,Belay 已为你保住 %lld 次运行。在 GitHub 上加一颗星标，能帮下一个人找到它。
Belay has to reopen to change language.,Settings: General,translated,,Belay needs to reopen to change the language.,更改语言需要重新打开 Belay。
Belay is keeping your Mac awake: always on.,Menu bar,translated,,Always On is keeping your Mac awake.,“常开”正在让 Mac 保持唤醒。
Belay is keeping your Mac awake: an agent is working.,Menu bar,translated,,Belay is keeping your Mac awake while an agent works.,智能体工作期间，Belay 正在让 Mac 保持唤醒。
Belay is off. Your Mac will sleep normally.,Menu bar,translated,,Belay is off. Your Mac will sleep normally.,Belay 已关闭。Mac 将正常进入睡眠。
"Belay is switched off, so it will not hold sleep at all.",Panel,translated,,Belay won't keep your Mac awake.,Belay 不会让 Mac 保持唤醒。
Belay is up to date.,Settings: General,translated,,Belay is up to date.,Belay 已是最新版本。
Belay is watching. Nothing is running right now.,Panel,translated,,Belay is watching. No agents are running.,Belay 正在监视。没有智能体在运行。
Belay is watching. Your Mac will sleep normally.,Menu bar,translated,,Belay is watching. Your Mac can sleep normally.,Belay 正在监视。Mac 可以正常进入睡眠。
Belay let your Mac sleep,Panel,translated,,Belay let your Mac sleep,Belay 已让 Mac 进入睡眠
"Belay needs to read ~/.claude to tell when an agent is working. Nothing else is read, and nothing leaves this Mac.",Welcome,translated,,"Belay needs to read ~/.claude to tell when an agent is working. Nothing else is read, and nothing leaves this Mac.",Belay 需要读取 ~/.claude，才能判断智能体何时在工作。不会读取其他内容，也不会有任何内容离开这台 Mac。
Belay needs your permission to read %@.,Settings: Providers,translated,%@,Belay needs permission to read %@.,Belay 需要读取 %@ 的权限。
Belay reached its maximum awake time and stopped keeping your Mac awake.,Settings: Notifications,translated,,Belay reached the maximum awake time and let your Mac sleep.,Belay 达到最长唤醒时间，已让 Mac 进入睡眠。
"Belay reached the longest stretch you allow it to hold, so it stopped.",Panel,translated,,The maximum awake time was reached.,已达到最长唤醒时间。
"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac.",Settings,translated,,Belay reads only the session data it needs to tell whether an agent is working. It never reads your prompts or code. Everything stays on this Mac.,Belay 只读取判断智能体是否在工作所需的会话数据。它从不读取你的提示词或代码。一切都留在这台 Mac 上。
"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac. It uses the network twice: a daily check for a newer version, which you can switch off, and the download itself when you ask for one.",Settings,translated,,"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac. It uses the network twice: a daily check for a newer version, which you can switch off, and the download itself when you ask for one.",Belay 只读取智能体会话文件中足以判断它是否在工作的部分。绝不读取你的提示词，绝不读取你的代码，关于你的任何信息都不会离开这台 Mac。它只在两种情况下使用网络：每天检查一次是否有新版本（可以关闭），以及在你请求时下载新版本。
"Belay saves crash, freeze, and error reports locally. Nothing is sent automatically. You decide what to share when reporting a problem.",Settings,translated,,"Saves crash, freeze, and error reports locally. Nothing is sent automatically.",在本地保存崩溃、卡死和错误报告。不会自动发送任何内容。
Belay still works in Always on and Off modes,Welcome,translated,,You can still use Always On or Off.,你仍然可以使用“常开”或“关闭”。
Belay stopped holding,"App, Menu bar, Panel, Settings: Notifications",translated,,Belay stopped holding,Belay 已停止保持唤醒
Belay stopped holding: battery is at %lld%%.,Menu bar,translated,%lld,Belay stopped keeping your Mac awake at %lld%% battery.,电量降至 %lld%%，Belay 已停止保持唤醒。
Belay stopped holding: the maximum awake time was reached.,Menu bar,translated,,Belay stopped keeping your Mac awake: maximum awake time reached.,已达到最长唤醒时间，Belay 已停止保持唤醒。
Belay stopped holding: the timer ran out.,Menu bar,translated,,Belay stopped holding: the timer ran out.,计时器已结束，Belay 已停止保持唤醒。
"Belay watches only enabled agents. Precise Detection gives Belay exact start, finish, and needs-you signals. Open an agent’s settings to manage detection or add folders to watch.",Settings: Providers,translated,,"Belay watches only enabled agents. Precise Detection gives Belay exact start, finish, and needs-you signals. Open an agent’s settings to manage detection or add folders to watch.",Belay 只会监控已启用的智能体。精确检测会让 Belay 准确知道工作何时开始、结束，以及何时需要你。打开智能体设置即可管理检测方式或添加要监控的文件夹。
Belay will change %@ to:,Settings: Providers,translated,%@,Belay will update %@ to:,Belay 会将 %@ 更新为：
Belay will keep holding no matter how low the battery gets.,Settings: Behaviour,translated,,Belay will keep your Mac awake even on low battery.,即使电量低，Belay 也会让 Mac 保持唤醒。
"Belay will not change %@, because it is not in a format it can edit safely. Fix its format and open this again, and Belay will show you the exact change to review.",Settings: Providers,translated,%@,"Belay will not change %@, because it is not in a format it can edit safely. Fix its format and open this again, and Belay will show you the exact change to review.",Belay 不会更改 %@，因为它的格式无法安全写回。请修正其格式后再次打开，Belay 会向你展示要审阅的具体更改。
"Belay will not edit this file, because it is not plain JSON. It may have comments or a format Belay cannot write back safely. Add this yourself instead:",Settings: Providers,translated,,Belay can't safely edit this file because it isn't plain JSON. Add this manually instead:,该文件不是纯 JSON，Belay 无法安全地修改它。请改为手动添加以下内容：
Belay will stop watching this folder for %@. Any Belay hooks inside it are removed as well. The folder itself is not touched.,Settings: Providers,translated,%@,Belay will stop watching this folder for %@. Any Belay hooks inside it are removed as well. The folder itself is not touched.,Belay 将停止为 %@ 监视此文件夹。其中的 Belay 钩子也会被移除。文件夹本身不会改动。
Belay's saved permission for %@ is no longer valid.,Detection,translated,%@,Belay's saved permission for %@ is no longer valid.,Belay 保存的 %@ 访问权限已失效。
Built in,Settings: Providers,translated,,Built-in,内置
Buy me a coffee,Settings: About,translated,,Buy me a coffee,打赏
Cancel,"App, Detection, Menu bar, Panel, Settings: Providers, Statistics, Welcome",translated,,Cancel,取消
Check Now,Settings: General,translated,,Check Now,立即检查
Check for Updates,App,translated,,Check for Updates,检查更新
Check for updates automatically,Settings: General,translated,,Automatically check for updates,自动检查更新
Checking…,Settings: General,translated,,Checking…,正在检查…
Choose another folder %@ keeps its sessions in.,Settings: Providers,translated,%@,Choose another folder %@ keeps its sessions in.,选择 %@ 存放会话的另一个文件夹。
Claude Code,"App, Detection, Settings, Settings: Providers, Welcome",needs_review,,Claude Code,Claude Code
Claude Code has not opened a project on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Claude Code has not opened a project on this Mac yet. Belay starts watching by itself when it does.,Claude Code 尚未在这台 Mac 上打开过项目。一旦打开，Belay 会自动开始监视。
Claude Code is not installed on this Mac.,Settings: Providers,translated,,Claude Code is not installed on this Mac.,此 Mac 上未安装 Claude Code。
Click to see what changed and install it whenever you like.,Settings: Notifications,translated,,Click to see what changed and install it whenever you like.,点击查看更新内容，随时安装。
Cline has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Cline has not started a session on this Mac yet. Belay starts watching by itself when it does.,Cline 尚未在这台 Mac 上启动过会话。一旦启动，Belay 会自动开始监视。
Cline is not installed on this Mac.,Settings: Providers,translated,,Cline is not installed on this Mac.,此 Mac 上未安装 Cline。
Close,"App, Detection, Panel, Settings, Settings: Providers, Welcome",translated,,Close,关闭
Closed-lid hold,Settings,translated,,Closed-lid hold,合盖工作
Codex has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Codex has not started a session on this Mac yet. Belay starts watching by itself when it does.,Codex 尚未在这台 Mac 上启动过会话。一旦启动，Belay 会自动开始监视。
Codex is not installed on this Mac.,Settings: Providers,translated,,Codex is not installed on this Mac.,此 Mac 上未安装 Codex。
Copied,Statistics,translated,,Copied,已复制
Copies the card image and the summary text together,Statistics,translated,,Copies the card and summary together,同时复制卡片和摘要
Copilot CLI is now built in,App,translated,,Copilot CLI is now built in,Copilot CLI 现在已内置
Copilot has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Copilot has not started a session on this Mac yet. Belay starts watching by itself when it does.,Copilot 尚未在这台 Mac 上启动过会话。一旦启动，Belay 会自动开始监视。
Copilot is not installed on this Mac.,Settings: Providers,translated,,Copilot is not installed on this Mac.,此 Mac 上未安装 Copilot。
Copy,"App, Detection, Settings: Providers, Statistics",translated,,Copy,复制
Copy card and link,Statistics,translated,,Copy card and link,复制卡片和链接
Could not reach the update service.,Settings: General,translated,,Could not reach the update service.,无法连接更新服务。
Custom…,Panel,translated,,Custom…,自定义…
Detection health,(unused),translated,,Detection status,检测状态
Diagnostics,"App, Detection, Settings, Settings: Notifications",translated,,Diagnostics,诊断
Dim from,Settings,translated,,Dim from,调暗开始时间
Dim until,"App, Settings",translated,,Dim until,调暗结束时间
Dimmed brightness,Settings,translated,,Dimmed brightness,调暗后的亮度
Dimmed-screen countdown,Settings,translated,,Dimmed-screen countdown,调暗屏幕上的倒计时
Dims the display to this level during the hours below while you're away. Restores brightness when you return.,Settings,translated,,Dims the display to this level during the hours below while you're away. Restores brightness when you return.,在你离开时，于下方设置的时段将显示器调暗到此亮度。你回来后恢复亮度。
Direct download,"Settings, Settings: About",translated,,Direct download,直接下载
Donate,"Detection, Settings: About",translated,,Donate,捐赠
Done,"Settings, Settings: Providers",translated,,Done,完成
Download…,Settings: General,translated,,Download…,下载…
Enable Precise Detection…,Settings,translated,,Enable Precise Detection…,启用精确检测…
Enable Precise…,Settings,translated,,Enable Precise…,启用精确…
Enable precise detection,Settings: Providers,translated,,Enable precise detection,开启精确检测
Enable…,(unused),translated,,Enable…,开启…
Erase,Statistics,translated,,Erase,清除
Erase your statistics?,Statistics,translated,,Erase your statistics?,要清除统计数据吗？
Export…,Statistics,translated,,Export…,导出…
Finished,"Panel, Settings, Settings: Notifications, Welcome",translated,,Finished,已完成
Fix,"App, Panel, Settings, Settings: Providers, Statistics",translated,,Fix,修复
For runs longer than %@.,Settings: Notifications,translated,%@,For runs longer than %@.,仅限时长超过 %@ 的运行。
Found nearby,Settings,translated,,Found nearby,在附近找到
Free,Settings: About,translated,,Free,免费
General,"Settings, Settings: Behaviour, Settings: General",translated,,General,通用
Good to go,(unused),translated,,Good to go,准备好了
Got it,(unused),translated,,Got it,明白了
Grant access to ~/.claude,Welcome,translated,,Grant access to ~/.claude,允许访问 ~/.claude
Grant access to ~/.cline,Welcome,translated,,Grant access to ~/.cline,允许访问 ~/.cline
Grant access to ~/.codex,Welcome,translated,,Grant access to ~/.codex,允许访问 ~/.codex
Grant access to ~/.copilot,Welcome,translated,,Grant access to ~/.copilot,允许访问 ~/.copilot
Hold again,"App, Detection, Panel",translated,,Hold again,继续保持
Holding on a little longer in case more work arrives.,Panel,translated,,Waiting a moment in case more work starts.,会再等片刻，以防还有新工作开始。
Hours and minutes.,Panel,translated,,Hours and minutes.,小时和分钟。
How long Belay waits after an agent goes quiet before letting your Mac sleep.,Settings: Behaviour,translated,,How long Belay waits after an agent goes quiet before letting your Mac sleep.,智能体安静后，Belay 等待多久才允许 Mac 进入睡眠。
How long to keep the Mac awake,Panel,translated,,How long to keep the Mac awake,让 Mac 保持唤醒多久
Idle,"App, Detection, Panel, Settings: Providers",translated,,Idle,空闲
It needs an answer from you before it can carry on.,Panel,translated,,It needs an answer before it can continue.,需要你回应后才能继续。
Keep crash reports on this Mac,Settings,translated,,Save diagnostic reports on this Mac,在此 Mac 上保存诊断报告
Keep display awake,Settings: Behaviour,translated,,Keep display awake,保持显示器唤醒
Keep your Mac awake for,Panel,translated,,Keep your Mac awake for,让 Mac 保持唤醒
Keeping the display off saves power and won't interrupt your agent.,Settings: Behaviour,translated,,Keeping the display off saves power and won't interrupt your agent.,关闭显示器可以省电，也不会打断智能体。
Keeping your Mac awake,Panel,translated,,Keeping your Mac awake,正在让 Mac 保持唤醒
Keeps your Mac awake exactly as long as your agent is working.,Settings: About,translated,,Keeps your Mac awake while your agent works.,在智能体工作时让 Mac 保持唤醒。
Keeps your Mac awake while your agent works.,Welcome,translated,,Keeps your Mac awake while your agent works.,在智能体工作时让 Mac 保持唤醒。
Keeps your Mac awake with the lid closed. Ends at the awake limit or if your Mac gets too warm.,Settings,translated,,Keeps your Mac awake with the lid closed. Ends at the awake limit or if your Mac gets too warm.,合盖时保持 Mac 唤醒。达到唤醒上限或 Mac 过热时结束。
Kept awake for %@ since Belay started,Panel,translated,%@,Kept awake for %@ since launch,启动以来已保持唤醒 %@
LAST 14 DAYS,Statistics,translated,,LAST 14 DAYS,最近 14 天
Language,Settings: General,translated,,Language,语言
Let Belay read %@ so it can see that agent work.,Settings: Providers,translated,%@,Allow Belay to read %@ so it can tell when your agent is working.,允许 Belay 读取 %@，以便判断智能体何时在工作。
Let Belay read your ~/.claude folder so it can tell when Claude Code is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.claude so Belay can tell when Claude Code is working.,允许访问 ~/.claude，以便 Belay 判断 Claude Code 何时在工作。
Let Belay read your ~/.cline folder so it can tell when Cline is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.cline so Belay can tell when Cline is working.,允许访问 ~/.cline，Belay 才能判断 Cline 何时在工作。
Let Belay read your ~/.codex folder so it can tell when Codex is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.codex so Belay can tell when Codex is working.,允许访问 ~/.codex，Belay 才能判断 Codex 何时在工作。
Let Belay read your ~/.copilot folder so it can tell when Copilot is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.copilot so Belay can tell when Copilot is working.,允许访问 ~/.copilot，Belay 才能判断 Copilot 何时在工作。
Let's go,(unused),translated,,Let's go,开始吧
Local only,Settings: About,translated,,Local only,仅本地
Looks good,(unused),translated,,Looks good,看起来不错
Lovely,(unused),translated,,Lovely,很好
Low Power Mode,"Detection, Settings: Behaviour",translated,,Low Power Mode,低电量模式
"Low battery, overheating, or awake limit reached.",Settings: Notifications,translated,,"Low battery, overheating, or awake limit reached.",电量低、过热或已达到唤醒上限。
Mac App Store,"App, Detection, Settings, Settings: About",needs_review,,Mac App Store,Mac App Store
Mode,"App, Detection, Menu bar, Panel, Settings, Settings: Behaviour, Settings: Providers, Statistics, Welcome",translated,,Mode,模式
More reliable throughout,App,translated,,More reliable throughout,Belay 更加可靠
Never checked.,Settings: General,translated,,Never checked.,从未检查过。
Never hold sleep.,Panel,translated,,Never keep the Mac awake.,从不让 Mac 保持唤醒。
New in v%@,App,translated,%@,New in v%@,v%@ 新增
New version,Settings: Notifications,translated,,New version,新版本
Nice one,(unused),translated,,Nice one,不错
Night dimming,Settings,translated,,Night dimming,夜间调暗
No %@ yet. It appears once the tool has run. Adjust the folder if yours is elsewhere.,Settings: Providers,translated,%@,No %@ yet. It appears once the tool has run. Adjust the folder if yours is elsewhere.,还没有 %@。该文件夹会在工具首次运行后出现。如果你的位于其他位置，请调整路径。
No active sessions.,Panel,translated,,No active sessions.,没有活跃会话。
No ads,Settings: About,translated,,No ads,无广告
No other tools added. Other tools use folder activity and process checks to detect work.,Settings: Providers,translated,,No other tools added. Other tools use folder activity and process checks to detect work.,未添加其他工具。其他工具通过文件夹活动和进程检查来检测工作。
No providers available.,(unused),translated,,No providers available.,没有可用的来源。
No release feed is configured.,Settings: General,translated,,No update feed is configured.,尚未配置更新源。
No releases have been published yet.,Settings: General,translated,,No releases are available yet.,尚未发布任何版本。
No tracking,Settings: About,translated,,No tracking,无跟踪
Not now,Statistics,translated,,Not now,暂不
Nothing to show yet,Statistics,translated,,Nothing to show yet,暂无内容
Nothing to watch yet: %@ does not exist.,Settings: Providers,translated,%@,Nothing to watch yet: %@ does not exist.,暂无可监视的内容：%@ 不存在。
Notifications,"App, Settings, Settings: Notifications",translated,,Notifications,通知
Notify when Belay stops for safety,Settings: Notifications,translated,,Notify when Belay stops for safety,Belay 因安全原因停止时通知我
Notify when a long task finishes,Settings: Notifications,translated,,Notify when a long task finishes,长任务完成时通知我
Notify when a new version is out,Settings: Notifications,translated,,Notify when a new version is out,当有新版本时通知我
Notify when an agent goes quiet,Settings: Notifications,translated,,Notify when an agent goes quiet,当智能体没有动静时通知我
Notify when an agent needs you,Settings: Notifications,translated,,Notify when an agent needs you,智能体需要你时通知我
Numbers stay on this Mac unless you share them.,Statistics,translated,,Numbers stay on this Mac unless you share them.,除非你共享，这些数字都留在这台 Mac 上。
Off,"App, Menu bar, Panel, Settings, Settings: Providers, Welcome",translated,,Off,关闭
"On battery, Belay lets your Mac sleep at %lld%%.",Settings: Behaviour,translated,%lld,"On battery, Belay lets your Mac sleep at %lld%%.",使用电池时，电量降至 %lld%% 后 Belay 会让 Mac 进入睡眠。
"Once a day, Belay checks whether a newer version exists. It sends nothing about you, and nothing is downloaded or installed until you press Update.",Settings: General,translated,,Checks once a day. No personal data is sent. Nothing is downloaded or installed until you choose to update.,每天检查一次。不发送任何个人数据。在你选择更新之前，不会下载或安装任何内容。
One file per event: %@.,Settings: Providers,translated,%@,One file per event: %@.,每个事件一个文件：%@。
Open Belay at login,Settings: General,translated,,Open Belay at login,登录时打开 Belay
Open Login Items,"Settings, Settings: General",translated,,Open Login Items,打开“登录项”
Open Login Items…,Settings: General,translated,,Open Login Items…,打开“登录项”…
Open Settings,Panel,translated,,Open Settings,打开设置
Open at login,"Settings, Settings: General",translated,,Open at login,登录时打开
Open the App Store,Settings: General,translated,,Open the App Store,打开 App Store
Opens a standard macOS panel so you can approve the folder,Welcome,translated,,Opens a standard macOS folder picker so you can grant access,打开标准的 macOS 文件夹选择面板，供你允许访问
Options,"App, Detection, Panel, Settings, Settings: Providers",translated,,Options,选项
Other agents,"App, Settings: Providers",translated,,Other agents,其他智能体
Other tools,Settings: Providers,translated,,Other tools,其他工具
