key,screen,status,placeholders,source,translation
Agent went quiet,Settings: Notifications,translated,,Agent went quiet,L'agent s'est tu
All product names and logos are trademarks of their respective owners.,Settings: About,translated,,All product names and logos are trademarks of their respective owners.,Tous les noms de produits et logos sont des marques de leurs propriétaires.
Allow access to %@,Settings,translated,%@,Allow access to %@,Autorisez l'accès à %@
Allow access to ~/.claude,Welcome,translated,,Allow access to ~/.claude,Autoriser l'accès à ~/.claude
Also,"App, Detection, Settings, Settings: Providers",translated,,Also,Aussi
Always on,"App, Detection, Menu bar, Panel, Settings, Welcome",translated,,Always On,Toujours
An agent is waiting for permission or an answer. Requires Precise Detection.,Settings: Notifications,translated,,An agent is waiting for permission or an answer. Requires Precise Detection.,Un agent attend une autorisation ou une réponse. Nécessite la détection précise.
An agent is waiting for you,"Detection, Menu bar, Panel, Settings: Notifications",translated,,An agent is waiting for you,Un agent vous attend
An agent is waiting for you. Belay is keeping your Mac awake.,Menu bar,translated,,An agent is waiting for you. Belay is keeping your Mac awake.,Un agent vous attend. Belay garde votre Mac éveillé.
"An agent is working, so sleep is on hold.",Panel,needs_review,,"An agent is working, so your Mac stays awake.","Un agent travaille, votre Mac reste éveillé."
An agent is working. Your Mac will be free to sleep as soon as Belay quits.,Menu bar,translated,,An agent is working. Quitting Belay will let your Mac sleep.,Un agent travaille. Quitter Belay permettra à votre Mac de se mettre en veille.
An agent went quiet,Settings: Notifications,translated,,An agent went quiet,Un agent s'est tu
"An agent works, Belay holds the Mac awake, and the Mac sleeps once the work stops",Welcome,translated,,"An agent works, Belay holds the Mac awake, and the Mac sleeps once the work stops","Un agent travaille, Belay garde le Mac éveillé, et quand le travail s'arrête le Mac s'endort"
Approve the helper in Login Items so it can hold the lid.,Settings,translated,,Approve the helper in Login Items so it can hold the lid.,Approuvez l'assistant dans « Ouverture » pour qu'il puisse tenir le capot.
Auto,"App, Detection, Menu bar, Panel, Settings, Settings: General",translated,,Auto,Auto
Awake %@ so far,Panel,translated,%@,Awake for %@,Éveillé pendant %@
Awake limit,Settings: Behaviour,translated,,Awake limit,Limite d'éveil
Awake mode,Panel,translated,,Awake mode,Mode d'éveil
Awake only while an agent is working.,Panel,translated,,Only while an agent is working.,Seulement pendant qu'un agent travaille.
Awake until you switch it off.,Panel,translated,,Until you turn it off.,Jusqu'à ce que vous le désactiviez.
Battery Guard,Settings: Behaviour,translated,,Battery Guard,Protection de la batterie
"Battery is at %lld%%, so Belay stopped keeping your Mac awake.",Settings: Notifications,translated,%lld,Battery reached %lld%%. Belay stopped keeping your Mac awake.,Batterie à %lld%%. Belay a cessé de garder votre Mac éveillé.
Behaviour,"Settings, Settings: Behaviour",translated,,Behavior,Comportement
"Belay already watches this folder for %@, or one that contains it.",Settings: Providers,translated,%@,"Belay already watches this folder for %@, or one that contains it.","Belay surveille déjà ce dossier pour %@, ou un dossier qui le contient."
"Belay also records these hooks as approved in Codex's config.toml, because Codex quietly skips hooks nobody has approved.",Settings: Providers,translated,,"Belay also records these hooks as approved in Codex's config.toml, because Codex quietly skips hooks nobody has approved.","Belay note aussi ces hooks comme approuvés dans config.toml, car Codex ignore en silence les hooks non approuvés."
Belay asks for permission the first time it needs to send a notification.,Settings: Notifications,translated,,Belay asks for permission the first time it needs to send a notification.,Belay demande l'autorisation la première fois qu'il doit envoyer une notification.
"Belay can see your agent's sessions.
Nothing else is read, and nothing leaves this Mac.",(unused),translated,,"Belay can see your agent's sessions.
Nothing else is read, and nothing leaves this Mac.","Belay voit les sessions de votre agent.
Rien d'autre n'est lu, et rien ne quitte ce Mac."
Belay could not ask Codex to trust its hooks: %@,Detection,translated,%@,Belay could not ask Codex to trust its hooks: %@,Belay n'a pas pu demander à Codex d'approuver ses hooks : %@
"Belay could not back up your Claude Code settings, so it made no changes: %@",Detection,translated,%@,"Belay couldn't back up your Claude Code settings, so nothing was changed: %@",Belay n'a pas pu sauvegarder vos réglages Claude Code. Rien n'a donc été modifié : %@
Belay could not migrate preferences from version %lld.,Settings,translated,%lld,Belay couldn't import settings from version %lld.,Belay n'a pas pu importer les réglages de la version %lld.
Belay could not read its preferences and has fallen back to defaults.,Settings,translated,,"Belay couldn't read its settings, so it's using the defaults.",Belay n'a pas pu lire ses réglages et utilise donc les valeurs par défaut.
Belay could not read this Mac's power source.,Detection,translated,,Belay couldn't read this Mac's power source.,Belay n'a pas pu déterminer la source d'alimentation de ce Mac.
Belay could not read your Claude Code settings: %@,Detection,needs_review,%@,Belay couldn't read your Claude Code settings: %@,Belay n'a pas pu lire vos réglages Claude Code : %@
Belay could not start its local hook receiver: %@,Detection,needs_review,%@,Belay couldn't start its local hook listener: %@,Belay n'a pas pu démarrer son récepteur de hooks local : %@
Belay could not update your Claude Code settings: %@,Detection,needs_review,%@,Belay couldn't update your Claude Code settings: %@,Belay n'a pas pu mettre à jour vos réglages Claude Code : %@
Belay could not watch %@ for activity.,Settings: Providers,needs_review,%@,Belay couldn't watch %@ for activity.,Belay n'a pas pu surveiller l'activité dans %@.
"Belay expected to find ""%@"" inside. You can watch it anyway, and it will simply stay quiet until %@ writes there.",Settings: Providers,translated,%@ %@,"Belay expected to find ""%@"" inside. You can watch it anyway, and it will simply stay quiet until %@ writes there.","Belay s'attendait à trouver ""%@"" dedans. Vous pouvez quand même le surveiller, il restera simplement silencieux jusqu'à ce que %@ y écrive."
Belay has not been granted access to %@ yet.,Detection,needs_review,%@,Belay doesn't have access to %@ yet.,Belay n'a pas encore accès à %@.
Belay has saved %lld runs for you. A star on GitHub helps the next person find it.,Statistics,translated,%lld,Belay has saved %lld runs for you. A star on GitHub helps the next person find it.,Belay a sauvé %lld exécutions pour vous. Une étoile sur GitHub aide le suivant à le trouver.
Belay has to reopen to change language.,Settings: General,translated,,Belay needs to reopen to change the language.,Belay doit être relancé pour changer de langue.
Belay is keeping your Mac awake: always on.,Menu bar,translated,,Always On is keeping your Mac awake.,« Toujours actif » garde votre Mac éveillé.
Belay is keeping your Mac awake: an agent is working.,Menu bar,translated,,Belay is keeping your Mac awake while an agent works.,Belay garde votre Mac éveillé pendant qu'un agent travaille.
Belay is off. Your Mac will sleep normally.,Menu bar,translated,,Belay is off. Your Mac will sleep normally.,Belay est désactivé. Votre Mac se mettra en veille normalement.
"Belay is switched off, so it will not hold sleep at all.",Panel,needs_review,,Belay won't keep your Mac awake.,Belay ne gardera pas votre Mac éveillé.
Belay is up to date.,Settings: General,translated,,Belay is up to date.,Belay est à jour.
Belay is watching. Nothing is running right now.,Panel,needs_review,,Belay is watching. No agents are running.,Belay surveille. Aucun agent en cours.
Belay is watching. Your Mac will sleep normally.,Menu bar,translated,,Belay is watching. Your Mac can sleep normally.,Belay surveille. Votre Mac peut se mettre en veille normalement.
Belay let your Mac sleep,Panel,translated,,Belay let your Mac sleep,Belay a laissé votre Mac s'endormir
"Belay needs to read ~/.claude to tell when an agent is working. Nothing else is read, and nothing leaves this Mac.",Welcome,translated,,"Belay needs to read ~/.claude to tell when an agent is working. Nothing else is read, and nothing leaves this Mac.","Pour savoir quand un agent travaille, Belay lit ~/.claude. Rien d'autre n'est lu, et rien ne quitte ce Mac."
Belay needs your permission to read %@.,Settings: Providers,needs_review,%@,Belay needs permission to read %@.,Belay a besoin de votre autorisation pour lire %@.
Belay reached its maximum awake time and stopped keeping your Mac awake.,Settings: Notifications,translated,,Belay reached the maximum awake time and let your Mac sleep.,Belay a atteint la durée d'éveil maximale et a laissé votre Mac se mettre en veille.
"Belay reached the longest stretch you allow it to hold, so it stopped.",Panel,needs_review,,The maximum awake time was reached.,Le temps d'éveil maximal est atteint.
"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac.",Settings,translated,,Belay reads only the session data it needs to tell whether an agent is working. It never reads your prompts or code. Everything stays on this Mac.,Belay lit uniquement les données de session nécessaires pour savoir si un agent travaille. Il ne lit jamais vos prompts ni votre code. Tout reste sur ce Mac.
"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac. It uses the network twice: a daily check for a newer version, which you can switch off, and the download itself when you ask for one.",Settings,translated,,"Belay reads only enough of your agent's session files to know whether it is running. Never your prompts, never your code, and nothing about you leaves this Mac. It uses the network twice: a daily check for a newer version, which you can switch off, and the download itself when you ask for one.","Belay ne lit des fichiers de session de votre agent que ce qu’il faut pour savoir s’il travaille. Jamais vos invites, jamais votre code, et rien vous concernant ne quitte ce Mac. Il utilise le réseau deux fois : la vérification quotidienne d’une nouvelle version, que vous pouvez désactiver, et le téléchargement lui-même quand vous le demandez."
"Belay saves crash, freeze, and error reports locally. Nothing is sent automatically. You decide what to share when reporting a problem.",Settings,translated,,"Saves crash, freeze, and error reports locally. Nothing is sent automatically.","Enregistre localement les rapports de plantage, blocage et erreur. Rien n'est envoyé automatiquement."
Belay still works in Always on and Off modes,Welcome,translated,,You can still use Always On or Off.,Vous pouvez toujours utiliser « Toujours actif » ou « Désactivé ».
Belay stopped holding,"App, Menu bar, Panel, Settings: Notifications",translated,,Belay stopped holding,Belay a cessé de maintenir
Belay stopped holding: battery is at %lld%%.,Menu bar,translated,%lld,Belay stopped keeping your Mac awake at %lld%% battery.,Belay a cessé de garder votre Mac éveillé à %lld%% de batterie.
Belay stopped holding: the maximum awake time was reached.,Menu bar,translated,,Belay stopped keeping your Mac awake: maximum awake time reached.,Belay a cessé de garder votre Mac éveillé : durée d'éveil maximale atteinte.
Belay stopped holding: the timer ran out.,Menu bar,translated,,Belay stopped holding: the timer ran out.,Belay a cessé de garder votre Mac éveillé : le minuteur est terminé.
"Belay watches only enabled agents. Precise Detection gives Belay exact start, finish, and needs-you signals. Open an agent’s settings to manage detection or add folders to watch.",Settings: Providers,translated,,"Belay watches only enabled agents. Precise Detection gives Belay exact start, finish, and needs-you signals. Open an agent’s settings to manage detection or add folders to watch.","Belay ne surveille que les agents activés. La détection précise lui indique exactement quand le travail commence, se termine ou nécessite votre attention. Ouvrez les réglages d’un agent pour gérer la détection ou ajouter des dossiers à surveiller."
Belay will change %@ to:,Settings: Providers,translated,%@,Belay will update %@ to:,Belay mettra %@ à jour ainsi :
Belay will keep holding no matter how low the battery gets.,Settings: Behaviour,translated,,Belay will keep your Mac awake even on low battery.,Belay gardera votre Mac éveillé même si la batterie est faible.
"Belay will not change %@, because it is not in a format it can edit safely. Fix its format and open this again, and Belay will show you the exact change to review.",Settings: Providers,translated,%@,"Belay will not change %@, because it is not in a format it can edit safely. Fix its format and open this again, and Belay will show you the exact change to review.","Belay ne modifiera pas %@, car son format ne peut pas être réécrit en toute sécurité. Corrigez son format et rouvrez ceci, et Belay vous montrera la modification exacte à vérifier."
"Belay will not edit this file, because it is not plain JSON. It may have comments or a format Belay cannot write back safely. Add this yourself instead:",Settings: Providers,translated,,Belay can't safely edit this file because it isn't plain JSON. Add this manually instead:,Belay ne peut pas modifier ce fichier en toute sécurité car il ne s'agit pas de JSON pur. Ajoutez ceci manuellement :
Belay will stop watching this folder for %@. Any Belay hooks inside it are removed as well. The folder itself is not touched.,Settings: Providers,translated,%@,Belay will stop watching this folder for %@. Any Belay hooks inside it are removed as well. The folder itself is not touched.,Belay cessera de surveiller ce dossier pour %@. Les hooks Belay qu'il contient sont également retirés. Le dossier lui-même n'est pas modifié.
Belay's saved permission for %@ is no longer valid.,Detection,needs_review,%@,Belay's saved permission for %@ is no longer valid.,L'autorisation enregistrée par Belay pour %@ n'est plus valide.
Built in,Settings: Providers,translated,,Built-in,Intégrés
Buy me a coffee,Settings: About,translated,,Buy me a coffee,Offrez-moi un café
Cancel,"App, Detection, Menu bar, Panel, Settings: Providers, Statistics, Welcome",translated,,Cancel,Annuler
Check Now,Settings: General,translated,,Check Now,Vérifier
Check for Updates,App,translated,,Check for Updates,Rechercher les mises à jour
Check for updates automatically,Settings: General,translated,,Automatically check for updates,Rechercher automatiquement les mises à jour
Checking…,Settings: General,translated,,Checking…,Vérification…
Choose another folder %@ keeps its sessions in.,Settings: Providers,translated,%@,Choose another folder %@ keeps its sessions in.,Choisissez un autre dossier dans lequel %@ conserve ses sessions.
Claude Code,"App, Detection, Settings, Settings: Providers, Welcome",translated,,Claude Code,Claude Code
Claude Code has not opened a project on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,needs_review,,Claude Code has not opened a project on this Mac yet. Belay starts watching by itself when it does.,Claude Code n'a encore ouvert aucun projet sur ce Mac. Belay s'y mettra tout seul le moment venu.
Claude Code is not installed on this Mac.,Settings: Providers,translated,,Claude Code is not installed on this Mac.,Claude Code n'est pas installé sur ce Mac.
Click to see what changed and install it whenever you like.,Settings: Notifications,translated,,Click to see what changed and install it whenever you like.,Cliquez pour voir ce qui a changé et l'installer quand vous voulez.
Cline has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Cline has not started a session on this Mac yet. Belay starts watching by itself when it does.,Cline n'a encore lancé aucune session sur ce Mac. Belay s'y mettra tout seul le moment venu.
Cline is not installed on this Mac.,Settings: Providers,translated,,Cline is not installed on this Mac.,Cline n'est pas installé sur ce Mac.
Close,"App, Detection, Panel, Settings, Settings: Providers, Welcome",translated,,Close,Fermer
Closed-lid hold,Settings,translated,,Closed-lid hold,Travail capot fermé
Codex has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Codex has not started a session on this Mac yet. Belay starts watching by itself when it does.,Codex n'a encore lancé aucune session sur ce Mac. Belay s'y mettra tout seul le moment venu.
Codex is not installed on this Mac.,Settings: Providers,translated,,Codex is not installed on this Mac.,Codex n'est pas installé sur ce Mac.
Copied,Statistics,translated,,Copied,Copié
Copies the card image and the summary text together,Statistics,translated,,Copies the card and summary together,Copie la carte et le résumé ensemble
Copilot has not started a session on this Mac yet. Belay starts watching by itself when it does.,Settings: Providers,translated,,Copilot has not started a session on this Mac yet. Belay starts watching by itself when it does.,Copilot n'a encore lancé aucune session sur ce Mac. Belay s'y mettra tout seul le moment venu.
Copilot is not installed on this Mac.,Settings: Providers,translated,,Copilot is not installed on this Mac.,Copilot n'est pas installé sur ce Mac.
Copy,"App, Detection, Settings: Providers, Statistics",translated,,Copy,Copier
Copy card and link,Statistics,translated,,Copy card and link,Copier la carte et le lien
Could not reach the update service.,Settings: General,translated,,Could not reach the update service.,Impossible de joindre le service de mise à jour.
Custom…,Panel,translated,,Custom…,Personnalisé…
Detection health,(unused),translated,,Detection status,État de la détection
Diagnostics,"App, Detection, Settings, Settings: Notifications",translated,,Diagnostics,Diagnostic
Dim from,Settings,translated,,Dim from,Atténuer à partir de
Dim until,"App, Settings",translated,,Dim until,Atténuer jusqu'à
Dimmed brightness,Settings,translated,,Dimmed brightness,Luminosité atténuée
Dimmed-screen countdown,Settings,translated,,Dimmed-screen countdown,Compte à rebours sur écran atténué
Dims the display to this level during the hours below while you're away. Restores brightness when you return.,Settings,translated,,Dims the display to this level during the hours below while you're away. Restores brightness when you return.,Atténue l'écran à ce niveau pendant les heures ci-dessous en votre absence. Rétablit la luminosité à votre retour.
Direct download,"Settings, Settings: About",translated,,Direct download,Téléchargement direct
Donate,"Detection, Settings: About",translated,,Donate,Faire un don
Done,"Settings, Settings: Providers",translated,,Done,Terminé
Download…,Settings: General,translated,,Download…,Télécharger…
Enable Precise Detection…,Settings,translated,,Enable Precise Detection…,Activer la détection précise…
Enable Precise…,Settings,translated,,Enable Precise…,Activer Précis…
Enable precise detection,Settings: Providers,translated,,Enable precise detection,Activer la détection précise
Enable…,(unused),translated,,Enable…,Activer…
Ends at %@,Panel,translated,%@,Ends at %@,Se termine à %@
Erase,Statistics,needs_review,,Erase,Effacer
Erase your statistics?,Statistics,needs_review,,Erase your statistics?,Effacer vos statistiques ?
Export…,Statistics,translated,,Export…,Exporter…
Finished,"Panel, Settings, Settings: Notifications, Welcome",translated,,Finished,Terminé
Fix,"App, Panel, Settings, Settings: Providers, Statistics",translated,,Fix,Corriger
For,"App, Detection, Menu bar, Panel, Settings, Settings: About, Settings: Behaviour, Settings: General, Settings: Notifications, Settings: Providers, Statistics, Welcome",translated,,For,Durée
For runs longer than %@.,Settings: Notifications,translated,%@,For runs longer than %@.,Pour les exécutions de plus de %@.
Found nearby,Settings,translated,,Found nearby,Trouvés à proximité
Free,Settings: About,translated,,Free,Gratuit
General,"Settings, Settings: Behaviour, Settings: General",translated,,General,Général
Good to go,(unused),translated,,Good to go,Tout bon
Got it,(unused),translated,,Got it,Compris
Grant access to ~/.claude,Welcome,translated,,Grant access to ~/.claude,Accorder l'accès à ~/.claude
Grant access to ~/.cline,Welcome,translated,,Grant access to ~/.cline,Accorder l'accès à ~/.cline
Grant access to ~/.codex,Welcome,translated,,Grant access to ~/.codex,Accorder l'accès à ~/.codex
Grant access to ~/.copilot,Welcome,translated,,Grant access to ~/.copilot,Accorder l'accès à ~/.copilot
Hold again,"App, Detection, Panel",translated,,Hold again,Maintenir encore
Holding on a little longer in case more work arrives.,Panel,needs_review,,Waiting a moment in case more work starts.,On attend un instant au cas où.
How long Belay waits after an agent goes quiet before letting your Mac sleep.,Settings: Behaviour,translated,,How long Belay waits after an agent goes quiet before letting your Mac sleep.,Combien de temps Belay attend après qu'un agent s'est tu avant de laisser le Mac se mettre en veille.
How long to keep the Mac awake,Panel,translated,,How long to keep the Mac awake,Durée d'éveil du Mac
Idle,"App, Detection, Panel, Settings: Providers",translated,,Idle,Inactif
It needs an answer from you before it can carry on.,Panel,needs_review,,It needs an answer before it can continue.,Il attend une réponse pour continuer.
Keep crash reports on this Mac,Settings,translated,,Save diagnostic reports on this Mac,Enregistrer les rapports de diagnostic sur ce Mac
Keep display awake,Settings: Behaviour,translated,,Keep display awake,Garder l'écran allumé
Keep your Mac awake,Panel,translated,,Keep your Mac awake,Garder le Mac éveillé
Keeping the display off saves power and won't interrupt your agent.,Settings: Behaviour,translated,,Keeping the display off saves power and won't interrupt your agent.,Garder l'écran éteint économise l'énergie et n'interrompt pas votre agent.
Keeping your Mac awake,Panel,translated,,Keeping your Mac awake,Votre Mac reste éveillé
Keeps your Mac awake exactly as long as your agent is working.,Settings: About,translated,,Keeps your Mac awake while your agent works.,Garde votre Mac éveillé pendant que votre agent travaille.
Keeps your Mac awake while your agent works.,Welcome,translated,,Keeps your Mac awake while your agent works.,Garde votre Mac éveillé pendant que votre agent travaille.
Keeps your Mac awake with the lid closed. Ends at the awake limit or if your Mac gets too warm.,Settings,translated,,Keeps your Mac awake with the lid closed. Ends at the awake limit or if your Mac gets too warm.,Garde le Mac éveillé capot fermé. S'arrête à la limite d'éveil ou si le Mac chauffe trop.
Kept awake for %@ since Belay started,Panel,translated,%@,Kept awake for %@ since launch,Gardé éveillé pendant %@ depuis le lancement
LAST 14 DAYS,Statistics,translated,,LAST 14 DAYS,14 DERNIERS JOURS
Language,Settings: General,translated,,Language,Langue
Let Belay read %@ so it can see that agent work.,Settings: Providers,translated,%@,Allow Belay to read %@ so it can tell when your agent is working.,Autorisez Belay à lire %@ pour savoir quand votre agent travaille.
Let Belay read your ~/.claude folder so it can tell when Claude Code is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.claude so Belay can tell when Claude Code is working.,Autorisez l'accès à ~/.claude pour que Belay sache quand Claude Code travaille.
Let Belay read your ~/.cline folder so it can tell when Cline is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.cline so Belay can tell when Cline is working.,Autorisez l'accès à ~/.cline pour que Belay sache quand Cline travaille.
Let Belay read your ~/.codex folder so it can tell when Codex is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.codex so Belay can tell when Codex is working.,Autorisez l'accès à ~/.codex pour que Belay sache quand Codex travaille.
Let Belay read your ~/.copilot folder so it can tell when Copilot is working.,"Settings: Providers, Welcome",translated,,Allow access to ~/.copilot so Belay can tell when Copilot is working.,Autorisez l'accès à ~/.copilot pour que Belay sache quand Copilot travaille.
Let's go,(unused),translated,,Let's go,C'est parti
Local only,Settings: About,translated,,Local only,En local
Looks good,(unused),translated,,Looks good,Ça a l'air bien
Lovely,(unused),translated,,Lovely,Parfait
Low Power Mode,"Detection, Settings: Behaviour",translated,,Low Power Mode,Mode économie d'énergie
"Low battery, overheating, or awake limit reached.",Settings: Notifications,translated,,"Low battery, overheating, or awake limit reached.","Batterie faible, surchauffe ou limite d'éveil atteinte."
Mac App Store,"App, Detection, Settings, Settings: About",translated,,Mac App Store,Mac App Store
Mode,"App, Detection, Menu bar, Panel, Settings, Settings: Behaviour, Settings: Providers, Statistics, Welcome",translated,,Mode,Mode
Never checked.,Settings: General,translated,,Never checked.,Jamais vérifié.
Never hold sleep.,Panel,translated,,Never keep the Mac awake.,Ne jamais garder le Mac éveillé.
New in v%@,App,translated,%@,New in v%@,Nouveau dans v%@
New version,Settings: Notifications,translated,,New version,Nouvelle version
Nice one,(unused),translated,,Nice one,Super
Night dimming,Settings,translated,,Night dimming,Atténuation nocturne
No %@ yet. It appears once the tool has run. Adjust the folder if yours is elsewhere.,Settings: Providers,translated,%@,No %@ yet. It appears once the tool has run. Adjust the folder if yours is elsewhere.,"%@ n'existe pas encore. Il apparaît après la première exécution de l'outil. Si le vôtre est ailleurs, ajustez le dossier."
No active sessions.,Panel,translated,,No active sessions.,Aucune session active.
No ads,Settings: About,translated,,No ads,Sans publicité
No other tools added. Other tools use folder activity and process checks to detect work.,Settings: Providers,translated,,No other tools added. Other tools use folder activity and process checks to detect work.,Aucun autre outil ajouté. Les autres outils détectent le travail via l'activité des dossiers et des vérifications de processus.
No providers available.,(unused),translated,,No providers available.,Aucun fournisseur disponible.
No release feed is configured.,Settings: General,translated,,No update feed is configured.,Aucune source de mises à jour n'est configurée.
No releases have been published yet.,Settings: General,translated,,No releases are available yet.,Aucune version n'est encore disponible.
No tracking,Settings: About,translated,,No tracking,Aucun suivi
Not now,Statistics,translated,,Not now,Pas maintenant
Nothing to show yet,Statistics,translated,,Nothing to show yet,Rien à afficher pour l'instant
Nothing to watch yet: %@ does not exist.,Settings: Providers,needs_review,%@,Nothing to watch yet: %@ does not exist.,Rien à surveiller pour l'instant : %@ n'existe pas.
Notifications,"App, Settings, Settings: Notifications",translated,,Notifications,Notifications
Notify when Belay stops for safety,Settings: Notifications,translated,,Notify when Belay stops for safety,M'avertir quand Belay s'arrête par sécurité
Notify when a long task finishes,Settings: Notifications,translated,,Notify when a long task finishes,M'avertir quand une longue tâche se termine
Notify when a new version is out,Settings: Notifications,translated,,Notify when a new version is out,Avertir quand une nouvelle version sort
Notify when an agent goes quiet,Settings: Notifications,translated,,Notify when an agent goes quiet,Avertir quand un agent se tait
Notify when an agent needs you,Settings: Notifications,translated,,Notify when an agent needs you,M'avertir quand un agent a besoin de vous
